IdUser GenreFilm Like/Dislike Day KindOfDay Season Time 
1 Animation 5 lundi Normal Automne Soir
1 Action 3 mercredi Normal Automne Matin
1 Thriller 4 lundi Normal Automne Matin
1 Action 3 mercredi Normal Automne Matin
1 Crime 3 vendredi Vacance Printemp Nuit
1 Drama 5 samedi Vacance Hiver Soir
1 Drama 4 mercredi Normal Automne Nuit
1 Children's 1 mercredi Normal Automne Nuit
1 Drama 5 lundi Normal Automne Matin
1 Drama 3 mercredi Normal Automne Matin
1 Crime 2 mercredi Normal Automne Nuit
1 Crime 5 lundi Normal Automne Matin
1 Comedy 5 mercredi Normal Automne Nuit
1 Drama 5 lundi Normal Automne Soir
1 Drama 5 mercredi Normal Automne Nuit
1 Comedy 5 lundi Normal Automne Matin
1 Action 3 mercredi Normal Automne Nuit
1 Drama 4 samedi Vacance Hiver Soir
1 Drama 5 mercredi Normal Automne Nuit
1 Action 1 lundi Normal Automne Matin
1 Action 4 mercredi Normal Automne Nuit
1 Drama 4 mercredi Normal Automne Nuit
1 Action 3 mercredi Normal Automne Nuit
1 Comedy 4 mercredi Normal Automne Nuit
1 Comedy 3 mercredi Normal Automne Nuit
1 Action 2 mercredi Normal Automne Matin
1 Action 4 mercredi Normal Automne Nuit
1 Action 1 lundi Normal Automne Matin
1 Drama 3 lundi Normal Automne Matin
1 Drama 3 mercredi Normal Automne Nuit
1 Documentary 5 dimanche Normal Printemp Matin
1 Comedy 2 lundi Normal Automne Matin
1 Adventure 1 lundi Normal Automne Matin
1 Drama 2 mercredi Normal Automne Nuit
1 Drama 2 lundi Normal Automne Matin
1 Sci-Fi 3 lundi Normal Automne Matin
1 Action 4 mercredi Normal Automne Nuit
1 Comedy 3 mercredi Normal Automne Matin
1 Comedy 2 mercredi Normal Automne Matin
1 Comedy 5 mercredi Normal Automne Matin
1 Drama 4 lundi Normal Automne Matin
1 Drama 5 lundi Normal Automne Matin
1 Comedy 5 vendredi Vacance Automne Nuit
1 Drama 4 mercredi Normal Automne Matin
1 Comedy 4 mercredi Normal Automne Nuit
1 Documentary 5 mercredi Normal Automne Nuit
1 Comedy 3 lundi Normal Automne Matin
1 Action 5 lundi Normal Automne Soir
1 Drama 4 lundi Normal Automne Matin
1 Drama 4 mercredi Normal Automne Nuit
1 Action 3 mercredi Normal Automne Matin
1 Action 3 lundi Normal Automne Matin
1 Crime 5 mercredi Normal Automne Nuit
1 Crime 4 mercredi Normal Automne Nuit
1 Drama 5 lundi Normal Automne Matin
1 Drama 4 lundi Normal Automne Matin
1 Drama 5 mercredi Normal Automne Matin
1 Drama 5 mercredi Normal Automne Nuit
1 Action 3 lundi Normal Automne Matin
1 Children's 2 lundi Normal Automne Matin
1 Drama 5 mercredi Normal Automne Nuit
1 Comedy 4 mercredi Normal Automne Nuit
1 Comedy 4 lundi Normal Automne Matin
1 Comedy 3 mercredi Normal Automne Matin
1 Action 4 mercredi Normal Automne Nuit
1 Comedy 3 mercredi Normal Automne Nuit
1 Comedy 3 mercredi Normal Automne Nuit
1 Animation 3 mercredi Normal Automne Matin
1 Comedy 4 lundi Normal Automne Matin
1 Action 3 mercredi Normal Automne Matin
1 Action 1 vendredi Vacance Printemp Nuit
1 Documentary 4 lundi Normal Automne Matin
1 Crime 4 lundi Normal Automne Matin
1 Drama 4 mercredi Normal Automne Matin
1 Adventure 1 lundi Normal Automne Matin
1 Action 4 mercredi Normal Automne Nuit
1 Action 4 mercredi Normal Automne Matin
